Project Name,Project Version,Project Author,Project License,Library Name,Library Version,Library Type,Library Author,Library License
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-json-strings,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-literals,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-logical-assignment-operators,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-member-expression-literals,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-modules-amd,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-modules-commonjs,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-modules-systemjs,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-modules-umd,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-named-capturing-groups-regex,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-new-target,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-nullish-coalescing-operator,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-numeric-separator,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-object-rest-spread,7.28.4,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-object-super,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-optional-catch-binding,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-optional-chaining,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-parameters,7.27.7,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-private-methods,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-private-property-in-object,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-property-literals,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-regenerator,7.28.4,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-regexp-modifiers,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-reserved-words,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-shorthand-properties,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-spread,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-sticky-regex,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-template-literals,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-typeof-symbol,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-unicode-escapes,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-unicode-property-regex,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-unicode-regex,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,plugin-transform-unicode-sets-regex,7.27.1,library,The Babel Team,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,preset-modules,0.1.6-no-external-plugins,library,NA,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,babel-plugin-polyfill-corejs2,0.4.14,library,NA,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,babel-plugin-polyfill-corejs3,0.13.0,library,NA,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,babel-plugin-polyfill-regenerator,0.6.5,library,NA,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,core-js-compat,3.45.1,library,Denis Pushkarev,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,decompress,4.2.1,library,Kevin Mårtensson,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,make-dir,1.3.0,library,Sindre Sorhus,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,pify,3.0.0,library,Sindre Sorhus,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,mongodb-download-url,1.6.2,library,Lucas Hrabovsky,Apache-2.0
mongoose,8.18.1,Guillermo Rauch,MIT,semver,7.7.2,library,GitHub Inc.,ISC
mongoose,8.18.1,Guillermo Rauch,MIT,node-fetch,2.7.0,library,David Frank,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,whatwg-url,5.0.0,library,Sebastian Mayr,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,tr46,0.0.3,library,Sebastian Mayr,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,webidl-conversions,3.0.1,library,Domenic Denicola,BSD-2-Clause
mongoose,8.18.1,Guillermo Rauch,MIT,tar,6.2.1,library,GitHub Inc.,ISC
mongoose,8.18.1,Guillermo Rauch,MIT,minipass,5.0.0,library,Isaac Z. Schlueter,ISC
mongoose,8.18.1,Guillermo Rauch,MIT,mkdirp,1.0.4,library,NA,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,yallist,4.0.0,library,Isaac Z. Schlueter,ISC
mongoose,8.18.1,Guillermo Rauch,MIT,regexpp,4.12.1,library,Toru Nagashima,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,scope-manager,8.43.0,library,NA,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,type-utils,8.43.0,library,NA,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,utils,8.43.0,library,NA,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,visitor-keys,8.43.0,library,NA,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,eslint-visitor-keys,4.2.1,library,Toru Nagashima,Apache-2.0
mongoose,8.18.1,Guillermo Rauch,MIT,graphemer,1.4.0,library,Matt Davies,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,ignore,7.0.5,library,kael,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,natural-compare,1.4.0,library,Lauri Rooden,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,ts-api-utils,2.1.0,library,JoshuaKGoldberg,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,types,8.43.0,library,NA,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,typescript-estree,8.43.0,library,NA,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,semver,7.7.2,library,GitHub Inc.,ISC
mongoose,8.18.1,Guillermo Rauch,MIT,archetype,0.13.0,library,Valeri Karpov,Apache 2.0
mongoose,8.18.1,Guillermo Rauch,MIT,mpath,0.8.4,library,Aaron Heckmann,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,commander,2.15.1,library,TJ Holowaychuk,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,espree,9.6.1,library,Nicholas C. Zakas,BSD-2-Clause
