Library Name,Library Version
bare-fs,2.3.1
bare-path,2.1.3
ansi-styles,3.2.1
regenerate-unicode-properties,10.1.1
regjsparser,0.9.1
unicode-match-property-value-ecmascript,2.1.0
delegates,1.0.0
aproba,2.0.0
color-support,1.1.3
has-unicode,2.0.1
wide-align,1.1.5
yauzl,2.10.3
pac-proxy-agent,7.0.2
socks-proxy-agent,8.0.4
buffer,5.2.1
spacetrim,0.11.36
es-define-property,1.0.0
lazystream,1.0.1
abort-controller,3.0.0
process,0.11.10
b4a,1.6.6
streamx,2.18.0
compress-commons,6.0.2
lighthouse-logger,2.0.1
immediate,3.0.6
mitt,3.0.0
form-data-encoder,2.1.4
upper-case-first,2.0.2
upper-case,2.0.2
lower-case,2.0.2
fd-slicer2,1.2.0
to-buffer,1.1.1
defer-to-connect,2.0.1
http-cache-semantics,4.0.4
keyv,3.1.4
http-cache-semantics,4.1.1
normalize-url,6.1.0
quick-lru,5.1.1
resolve-alpn,1.2.1
floating-point-hex-parser,1.11.6
has-proto,1.0.3
has-symbols,1.0.3
fastq,1.17.1
node-domexception,1.0.0
web-streams-polyfill,3.3.3
bare-events,2.4.2
bare-stream,2.1.3
bare-os,2.4.0
color-convert,1.9.3
unicode-canonical-property-names-ecmascript,2.0.0
quickjs-emscripten,0.23.0
get-uri,6.0.3
data-uri-to-buffer,6.0.2
pac-resolver,7.0.1
socks,2.8.3
gopd,1.0.1
event-target-shim,5.0.1
queue-tick,1.0.1
text-decoder,1.1.1
crc-32,1.2.2
crc32-stream,6.0.0
marky,1.2.5
reusify,1.0.4
spdx-license-ids,3.0.18
color-name,1.1.3
yargs,17.0.32
basic-ftp,5.0.5
degenerator,5.0.1
escodegen,2.1.0
netmask,2.0.2
ip-address,9.0.5
jsbn,1.1.0
sprintf-js,1.1.3
smart-buffer,4.2.0
once,2.0.0
ast-types,0.13.4
node,18.11.3
decache,4.6.2
sinon,14.0.1
standard-version,9.5.0
standard,17.0.0
tap,19.2.5
typescript,4.8.4
callsite,1.0.0
commons,1.8.3
fake-timers,9.1.2
samsam,6.1.1
nise,5.1.1
conventional-changelog-config-spec,2.1.0
conventional-changelog-conventionalcommits,4.6.3
conventional-changelog,3.1.25
conventional-recommended-bump,6.1.0
detect-indent,6.1.0
dotgitignore,2.1.0
git-semver-tags,4.1.1
stringify-package,1.0.1
eslint-config-standard-jsx,11.0.0
eslint-config-standard,17.0.0
eslint-plugin-import,2.26.0
eslint-plugin-n,15.3.0
eslint-plugin-promise,6.1.1
eslint-plugin-react,7.31.10
resolve,2.0.0-next.4
eslint,8.25.0
eslint-scope,7.1.1
standard-engine,15.0.0
after-each,2.0.8
after,1.1.31
asserts,2.0.8
before-each,2.0.8
before,2.0.8
chdir,1.1.4
core,2.1.6
filter,2.0.8
fixture,2.0.8
rimraf,5.0.10
intercept,2.0.8
mock,2.1.6
node-serialize,2.0.8
run,2.1.7
snapshot,2.0.8
spawn,2.0.8
stdin,2.0.8
test,2.2.4
typescript,1.4.13
worker,2.0.8
resolve-import,1.4.6
lodash.get,4.4.2
text-encoding,0.7.2
just-extend,4.2.1
path-to-regexp,1.9.0
compare-func,2.0.0
conventional-changelog-angular,5.0.13
conventional-changelog-atom,2.0.8
conventional-changelog-codemirror,2.0.8
conventional-changelog-core,4.2.4
conventional-changelog-ember,2.0.9
conventional-changelog-eslint,3.0.9
conventional-changelog-express,2.0.6
conventional-changelog-jquery,3.0.11
conventional-changelog-jshint,2.0.9
conventional-changelog-preset-loader,2.3.4
concat-stream,2.0.0
conventional-commits-filter,2.0.7
conventional-commits-parser,3.2.4
git-raw-commits,2.0.11
meow,8.1.2
escalade,3.1.1
array-includes,3.1.5
array.prototype.flat,1.3.0
eslint-import-resolver-node,0.3.6
eslint-module-utils,2.7.4
has,1.0.3
is-core-module,2.11.0
object.values,1.1.5
resolve,1.22.1
tsconfig-paths,3.14.1
builtins,5.0.1
eslint-plugin-es,4.1.0
eslint-utils,2.1.0
eslint-visitor-keys,1.3.0
ignore,5.2.0
array.prototype.flatmap,1.3.0
jsx-ast-utils,3.3.3
object.entries,1.1.5
object.fromentries,2.0.5
object.hasown,1.1.1
prop-types,15.8.1
string.prototype.matchall,4.0.7
eslintrc,1.3.3
config-array,0.10.7
eslint-visitor-keys,3.3.0
espree,9.4.0
esquery,1.4.0
globals,13.17.0
import-fresh,3.3.0
js-sdsl,4.1.5
optionator,0.9.1
regexpp,3.2.0
get-stdin,8.0.0
minimist,1.2.7
function-loop,4.0.0
is-actual-promise,1.0.2
stack,2.0.1
tcompare,7.0.1
trivial-deferred,2.0.0
processinfo,3.1.8
async-hook-domain,4.0.1
tap-parser,16.0.1
tap-yaml,2.2.2
walk-up-path,3.0.1
error-serdes,2.0.1
config,3.1.6
reporter,2.0.8
c8,9.1.0
foreground-child,3.3.0
opener,1.5.2
pacote,17.0.7
fs-minipass,3.0.3
npm-package-arg,11.0.3
ssri,10.0.6
validate-npm-package-name,5.0.1
ts-node-temp-fork-for-pr-2009,10.9.7
sync-content,1.0.2
tshy,1.18.0
polite-json,5.0.0
typescript,5.7.2
array-ify,1.0.0
add-stream,1.0.0
conventional-changelog-writer,5.0.1
dateformat,3.0.3
get-pkg-repo,4.2.1
through2,2.0.5
readable-stream,2.3.7
git-remote-origin-url,2.0.0
read-pkg-up,3.0.0
find-up,2.1.0
locate-path,2.0.0
p-locate,2.0.0
p-limit,1.3.0
p-try,1.0.0
read-pkg,3.0.0
load-json-file,4.0.0
path-type,3.0.0
through2,4.0.2
readable-stream,3.6.0
lodash.ismatch,4.4.0
modify-values,1.0.1
is-text-path,1.0.1
JSONStream,1.3.5
split2,3.2.2
dargs,7.0.0
minimist,1.2.2
decamelize-keys,1.1.0
call-bind,1.0.2
define-properties,1.1.4
es-abstract,1.20.4
get-intrinsic,1.1.3
is-string,1.0.7
es-shim-unscopables,1.0.0
function-bind,1.1.1
object.assign,4.1.4
loose-envify,1.4.0
react-is,16.13.1
internal-slot,1.0.3
regexp.prototype.flags,1.4.3
side-channel,1.0.4
object-schema,1.2.1
acorn,8.14.0
flat-cache,3.0.4
fast-glob,3.2.12
react-element-to-jsx-string,15.0.0
react-is,18.1.0
events-to-array,2.0.3
yaml-types,0.3.0
yaml,2.6.1
polite-json,4.0.1
ink,4.4.1
indent-string,5.0.0
slice-ansi,6.0.0
type-fest,0.12.0
ansi-regex,6.1.0
patch-console,2.0.0
prismjs-terminal,1.2.3
react,18.3.1
string-length,6.0.0
git,5.0.8
ini,4.1.3
installed-package-contents,2.1.0
promise-spawn,7.0.2
run-script,7.0.4
cacache,18.0.4
npm-packlist,8.0.2
npm-pick-manifest,9.1.0
npm-registry-fetch,16.2.1
proc-log,4.2.0
promise-retry,2.0.1
read-package-json-fast,3.0.2
read-package-json,7.0.1
sigstore,2.3.1
node14,14.1.2
node16,16.1.3
node18,18.2.4
node20,20.1.4
handlebars,4.7.7
json-stringify-safe,5.0.1
split,1.0.1
parse-repository-url,3.0.2
gitconfiglocal,1.0.0
text-extensions,1.9.0
jsonparse,1.3.1
has-property-descriptors,1.0.0
es-to-primitive,1.2.1
function.prototype.name,1.1.5
get-symbol-description,1.0.0
is-negative-zero,2.0.2
is-regex,1.1.4
is-shared-array-buffer,1.0.2
is-weakref,1.0.2
object-inspect,1.12.2
safe-regex-test,1.0.0
string.prototype.trimend,1.0.5
string.prototype.trimstart,1.0.5
unbox-primitive,1.0.2
has-tostringtag,1.0.0
punycode,2.1.1
flatted,3.2.7
graceful-fs,4.2.10
pretty-print-object,1.0.1
react-dom,18.3.1
ansi-tokenize,0.1.3
auto-bind,5.0.1
cli-boxes,3.0.0
cli-truncate,3.1.0
code-excerpt,4.0.0
is-ci,3.0.1
is-lower-case,2.0.2
is-upper-case,2.0.2
react-reconciler,0.29.2
scheduler,0.23.2
widest-line,4.0.1
ws,8.18.0
yoga-wasm-web,0.3.3
prismjs,1.29.0
promise-inflight,1.0.1
npm-bundled,3.0.1
npm-normalize-package-bin,3.0.1
node-gyp,3.0.0
package-json,5.2.1
node-gyp,10.3.1
fs,3.1.1
minipass-collect,2.0.1
minipass-flush,1.0.5
minipass-pipeline,1.2.4
unique-filename,3.0.0
ignore-walk,6.0.5
npm-install-checks,6.3.0
redact,1.1.0
make-fetch-happen,13.0.1
minipass-fetch,3.0.5
minipass-json-stream,1.0.2
err-code,2.0.3
retry,0.12.0
bundle,2.3.2
core,1.1.0
protobuf-specs,0.3.2
sign,2.3.2
tuf,2.3.4
verify,1.2.1
uglify-js,3.17.3
wordwrap,1.0.0
spdx-correct,3.1.1
normalize-package-data,2.4.1
is-date-object,1.0.5
is-symbol,1.0.4
has-bigints,1.0.2
which-boxed-primitive,1.0.2
fastq,1.13.0
convert-to-spaces,2.0.1
env-paths,2.2.1
exponential-backoff,3.1.1
nopt,7.2.1
minipass,3.3.4
unique-slug,4.0.0
agent,2.2.2
is-lambda,1.0.1
negotiator,0.6.4
encoding,0.1.13
minipass-sized,1.0.3
tuf-js,2.2.1
core-util-is,1.0.2
spdx-license-ids,3.0.12
spdx-exceptions,2.3.0
is-bigint,1.0.4
is-boolean-object,1.1.2
is-number-object,1.0.7
abbrev,2.0.0
models,2.0.1
picocolors,1.0.0
canonical-json,2.0.0
core,7.27.4
preset-env,7.27.2
preset-react,7.27.1
preset-typescript,7.27.1
register,7.27.1
cli,4.7.0
yarn-plugin-cyclonedx,3.1.1
eslint-plugin-eslint-comments,4.5.0
js,9.28.0
markdown,6.4.0
globals,30.1.2
test-utils,30.1.2
cli,4.3.0
exec,4.3.0
publish,4.3.0
api-extractor,7.52.8
babel__generator,7.27.0
node,18.14.6
which,3.0.4
types,4.0.1
babel-jest,30.1.2
babel-loader,9.2.1
dedent,1.6.0
eslint-config-prettier,10.1.5
eslint-import-resolver-typescript,4.4.2
eslint-plugin-import-x,4.15.0
eslint-plugin-jest,28.12.0
eslint-plugin-jsdoc,50.7.1
eslint-plugin-prettier,5.4.1
eslint-plugin-promise,7.2.1
eslint-plugin-unicorn,59.0.1
eslint,9.28.0
find-process,1.4.10
globals,16.2.0
isbinaryfile,5.0.4
jest-changed-files,30.0.5
jest-junit,16.0.0
jest-mock,30.0.5
jest-serializer-ansi-escapes,3.0.0
jest-silent-reporter,0.6.0
jest-snapshot,30.1.2
jest-util,30.0.5
jest-watch-typeahead,2.2.2
jest,30.1.3
jquery,3.7.1
mock-fs,5.5.0
netlify-plugin-cache,1.0.3
node-notifier,10.0.1
prettier,3.5.3
promise,8.3.0
tempy,1.0.1
tstyche,4.0.0
typescript-eslint,8.38.0
typescript,5.5.4
webpack-node-externals,3.0.0
webpack,5.99.9
estree,1.0.7
acorn,8.14.1
browserslist,4.24.5
enhanced-resolve,5.18.1
tapable,2.2.2
webpack-sources,3.3.0
terser,5.39.2
ajv,8.13.0
caniuse-lite,1.0.30001718
electron-to-chromium,1.5.158
eslint-plugin,8.38.0
parser,8.38.0
typescript-estree,8.38.0
utils,8.38.0
eslint-utils,4.7.0
scope-manager,8.38.0
types,8.38.0
visitor-keys,8.38.0
project-service,8.38.0
tsconfig-utils,8.38.0
type-utils,8.38.0
ignore,7.0.4
type-fest,0.16.0
spdx-license-ids,3.0.21
growly,1.3.0
shellwords,0.1.1
core,30.1.3
types,30.0.5
jest-cli,30.1.3
test-result,30.1.3
exit-x,0.2.2
jest-config,30.1.3
jest-validate,30.1.0
get-type,30.1.0
pretty-format,30.0.5
schemas,30.0.5
react-test-renderer,18.3.1
react,18.3.22
immutable,5.1.2
react-shallow-renderer,16.15.0
prop-types,15.7.14
csstype,3.1.3
typebox,0.34.33
pattern,30.0.1
test-sequencer,30.1.3
micromatch,4.0.9
parse-json,4.0.2
ci-info,4.2.0
esbuild,0.25.5
esbuild-register,3.6.0
jest-circus,30.1.3
jest-docblock,30.0.1
jest-environment-node,30.1.2
jest-regex-util,30.0.1
jest-resolve,30.1.3
jest-runner,30.1.3
console,30.1.2
environment,30.1.2
transform,30.1.2
source-map-support,0.5.10
jest-haste-map,30.1.0
jest-jasmine2,30.1.3
jest-leak-detector,30.1.0
jest-message-util,30.1.0
jest-runtime,30.1.3
jest-watcher,30.1.3
jest-worker,30.1.0
supports-color,8.1.3
ungap__structured-clone,1.2.0
worker-farm,1.7.0
fake-timers,30.1.2
source-map,30.0.1
cjs-module-lexer,2.1.0
babel__code-frame,7.0.6
expect,30.1.2
co,4.6.6
jest-each,30.1.0
jest-matcher-utils,30.1.2
jest-diff,30.1.2
diff-sequences,30.0.1
jest,2.1.1
fast-check,4.1.1
pure-rand,7.0.1
expect-utils,30.1.2
fb-watchman,2.0.5
node-gyp,11.2.0
exponential-backoff,3.1.2
make-fetch-happen,14.0.3
nopt,8.1.0
proc-log,5.0.0
tar,7.4.3
tinyglobby,0.2.14
which,5.0.0
fdir,6.4.4
picomatch,4.0.2
fs-minipass,4.0.1
chownr,3.0.0
minizlib,3.0.2
yallist,5.0.0
abbrev,3.0.1
agent,3.0.0
cacache,19.0.1
minipass-fetch,4.0.1
negotiator,1.0.0
ssri,12.0.0
fs,4.0.0
p-map,7.0.3
unique-filename,4.0.0
unique-slug,5.0.0
agent-base,7.1.3
socks-proxy-agent,8.0.5
socks,2.8.4
convert-source-map,2.0.3
write-file-atomic,4.0.3
babel-plugin-istanbul,7.0.1
write-file-atomic,5.0.1
parser,7.27.5
types,7.27.3
unrs-resolver,1.7.11
url,0.11.4
punycode,1.4.1
qs,6.14.0
resolver-binding-darwin-arm64,1.7.11
resolver-binding-darwin-x64,1.7.11
resolver-binding-freebsd-x64,1.7.11
resolver-binding-linux-arm-gnueabihf,1.7.11
resolver-binding-linux-arm-musleabihf,1.7.11
resolver-binding-linux-arm64-gnu,1.7.11
resolver-binding-linux-arm64-musl,1.7.11
resolver-binding-linux-ppc64-gnu,1.7.11
resolver-binding-linux-riscv64-gnu,1.7.11
resolver-binding-linux-riscv64-musl,1.7.11
resolver-binding-linux-s390x-gnu,1.7.11
resolver-binding-linux-x64-gnu,1.7.11
resolver-binding-linux-x64-musl,1.7.11
resolver-binding-wasm32-wasi,1.7.11
resolver-binding-win32-arm64-msvc,1.7.11
resolver-binding-win32-ia32-msvc,1.7.11
resolver-binding-win32-x64-msvc,1.7.11
napi-postinstall,0.2.4
wasm-runtime,0.2.10
core,1.4.3
runtime,1.4.3
wasm-util,0.9.0
wasi-threads,1.0.2
clsx,2.1.1
aix-ppc64,0.25.5
android-arm64,0.25.5
android-arm,0.25.5
android-x64,0.25.5
darwin-arm64,0.25.5
darwin-x64,0.25.5
freebsd-arm64,0.25.5
freebsd-x64,0.25.5
linux-arm64,0.25.5
linux-arm,0.25.5
linux-ia32,0.25.5
linux-loong64,0.25.5
linux-mips64el,0.25.5
linux-ppc64,0.25.5
linux-riscv64,0.25.5
linux-s390x,0.25.5
linux-x64,0.25.5
netbsd-arm64,0.25.5
netbsd-x64,0.25.5
openbsd-arm64,0.25.5
openbsd-x64,0.25.5
sunos-x64,0.25.5
win32-arm64,0.25.5
win32-ia32,0.25.5
win32-x64,0.25.5
braces,3.0.5
reporters,30.1.3
jest-resolve-dependencies,30.1.3
istanbul-lib-instrument,1.7.7
istanbul-lib-source-maps,4.0.4
node-notifier,8.0.5
istanbul-lib-source-maps,5.0.6
babel-types,7.0.16
chalk,5.4.1
string-length,5.0.1
char-regex,2.0.2
picomatch,4.0.0
generator,7.27.5
plugin-syntax-jsx,7.27.1
plugin-syntax-typescript,7.27.1
preset-flow,7.27.1
snapshot-utils,30.1.2
prettier,2.7.3
semver,7.7.0
prettier,2.8.8
synckit,0.11.8
core,0.2.4
natural-compare,1.4.3
plugin-transform-flow-strip-types,7.27.1
plugin-syntax-flow,7.27.1
jest-util,26.6.2
types,26.6.2
yargs,15.0.19
pretty-ansi,2.0.0
xml,1.0.1
commander,12.1.0
loglevel,1.9.2
config-array,0.20.0
config-helpers,0.2.2
core,0.14.0
plugin-kit,0.3.1
node,0.16.6
retry,0.4.3
eslint-scope,8.3.0
espree,10.3.0
file-entry-cache,8.0.0
flat-cache,4.0.1
core,0.19.1
retry,0.3.1
object-schema,2.1.6
plugin-kit,0.2.8
core-js-compat,3.42.0
is-builtin-module,5.0.0
strip-indent,4.0.0
builtin-modules,5.0.0
core,0.13.0
jsdoccomment,0.50.2
are-docs-informative,0.0.2
comment-parser,1.4.1
parse-imports-exports,0.2.4
spdx-expression-parse,4.0.0
parse-statements,1.0.11
jsdoc-type-pratt-parser,4.1.0
eslint-import-context,0.1.6
stable-hash,0.0.5
is-bun-module,2.0.0
babel-preset-jest,30.0.1
babel-plugin-jest-hoist,30.0.1
sync,0.5.5
babel__traverse,7.20.7
babel-plugin-tester,11.0.4
core-js,3.42.0
lodash.mergewith,4.6.2
make-synchronized,0.4.2
api-extractor-model,7.30.6
tsdoc-config,0.17.1
tsdoc,0.15.1
node-core-library,5.13.1
rig-package,0.5.3
terminal,0.15.3
ts-command-line,5.0.1
semver,7.5.4
argparse,1.0.38
string-argv,0.3.2
ajv-draft-04,1.0.0
ajv-formats,3.0.1
fs-extra,11.3.0
import-lazy,4.0.0
jju,1.4.0
ajv,8.12.0
core,4.3.0
npmlog,4.1.2
version,4.3.0
arborist,9.1.1
package-json,6.2.0
byte-size,9.0.1
columnify,1.6.0
libnpmaccess,10.0.1
libnpmpublish,11.0.0
npm-package-arg,12.0.2
npm-packlist,10.0.0
npm-registry-fetch,18.0.2
p-pipe,4.0.0
pacote,21.0.0
tinyrainbow,2.0.0
git,6.0.3
installed-package-contents,3.0.0
promise-spawn,8.0.2
run-script,9.1.0
npm-pick-manifest,10.0.0
sigstore,3.1.0
bundle,3.1.0
core,2.0.0
protobuf-specs,0.4.2
sign,3.1.0
tuf,3.1.1
verify,2.1.1
tuf-js,3.0.1
models,3.0.1
npm-install-checks,7.1.1
npm-normalize-package-bin,4.0.0
node-gyp,4.0.0
npm-bundled,4.0.0
ini,5.0.0
redact,3.2.2
ignore-walk,7.0.0
hosted-git-info,8.1.0
validate-npm-package-name,6.0.0
normalize-package-data,7.0.0
json-parse-even-better-errors,4.0.0
string-locale-compare,1.1.0
map-workspaces,4.0.2
metavuln-calculator,9.0.0
name-from-folder,3.0.0
query,4.0.1
bin-links,5.0.0
common-ancestor-path,1.0.1
json-stringify-nice,1.1.4
parse-conflict-json,4.0.0
proggy,3.0.0
promise-all-reject-late,1.0.1
promise-call-limit,3.0.2
read-package-json-fast,4.0.0
treeverse,3.0.0
walk-up-path,4.0.0
just-diff-apply,5.5.0
just-diff,6.0.2
cmd-shim,7.0.0
read-cmd-shim,5.0.0
write-file-atomic,6.0.0
postcss-selector-parser,7.1.0
cssesc,3.0.0
git-client,2.5.1
plugin-enterprise-rest,6.0.1
rest,22.0.0
conventional-changelog-angular,8.0.0
conventional-changelog-writer,8.1.0
conventional-changelog,7.0.2
conventional-commits-parser,6.1.0
conventional-recommended-bump,11.1.0
git-url-parse,16.1.0
is-stream,4.0.1
load-json-file,7.0.1
new-github-release-url,2.0.0
p-limit,6.2.0
p-reduce,3.0.0
pify,6.1.0
write-json-file,6.0.0
detect-indent,7.0.1
sort-keys,5.1.0
git-up,8.1.1
is-ssh,1.4.1
parse-url,9.2.0
parse-path,7.0.3
parse-path,7.1.0
protocols,2.0.2
conventional-changelog-preset-loader,5.0.0
conventional-commits-filter,5.0.0
child-process-utils,1.0.0
stream-utils,1.1.0
fd-package-json,1.2.0
handlebars,4.7.8
uglify-js,3.19.3
core,7.0.2
plugin-paginate-rest,13.0.1
plugin-request-log,6.0.0
plugin-rest-endpoint-methods,16.0.0
types,14.1.0
openapi-types,25.1.0
auth-token,6.0.0
graphql,9.0.1
request-error,7.0.0
request,10.0.2
before-after-hook,4.0.0
universal-user-agent,7.0.3
endpoint,11.0.0
fast-content-type-parse,3.0.0
init,4.3.0
dotenv,16.5.0
yargs,18.0.0
cliui,9.0.1
yargs-parser,22.0.0
emoji-regex,10.4.0
get-east-asian-width,1.3.0
wrap-ansi,9.0.0
expand,4.0.15
input,4.1.12
select,4.2.3
config-chain,1.1.13
cosmiconfig,9.0.0
execa,9.6.0
multimatch,7.0.0
p-queue,8.1.0
strong-log-transformer,2.1.0
write-package,7.1.0
yaml,2.8.0
deepmerge-ts,7.1.5
read-pkg,9.0.1
parse-json,8.3.0
unicorn-magic,0.1.0
index-to-position,1.1.0
eventemitter3,5.0.1
p-timeout,6.1.4
array-differ,4.0.0
array-union,3.0.1
merge-streams,4.0.0
figures,6.1.0
get-stream,9.0.1
human-signals,8.0.1
npm-run-path,6.0.0
pretty-ms,9.2.0
strip-final-newline,4.0.0
yoctocolors,2.1.1
parse-ms,4.0.0
readable-stream,0.4.1
is-unicode-supported,2.1.0
proto-list,1.2.4
core,10.1.13
figures,1.0.12
type,3.0.7
yoctocolors-cjs,2.1.2
mute-stream,2.0.0
profiler,4.3.0
upath,2.0.1
core,0.10.0
mdast-util-from-markdown,2.0.2
mdast-util-frontmatter,2.0.1
mdast-util-gfm,3.1.0
micromark-extension-frontmatter,2.0.0
micromark-extension-gfm,3.0.0
micromark-extension-gfm-strikethrough,2.1.0
micromark-extension-gfm-tagfilter,2.0.0
micromark-extension-gfm-task-list-item,2.1.0
decode-named-character-reference,1.1.0
fault,2.0.1
format,0.2.2
mdast-util-gfm-autolink-literal,2.0.1
mdast-util-gfm-footnote,2.1.0
mdast-util-gfm-strikethrough,2.0.0
mdast-util-gfm-table,2.0.0
mdast-util-gfm-task-list-item,2.0.0
mdast-util-to-markdown,2.1.2
mdast,4.0.4
unist,3.0.3
longest-streak,3.1.0
mdast-util-phrasing,4.1.0
mdast-util-to-string,4.0.0
micromark-util-decode-string,2.0.1
unist-util-visit,5.0.0
zwitch,2.0.4
unist-util-is,6.0.0
unist-util-visit-parents,6.0.1
markdown-table,3.0.4
ccount,2.0.1
mdast-util-find-and-replace,3.0.2
unist-util-stringify-position,4.0.0
command-exists-promise,2.0.2
shelljs,0.8.5
rechoir,0.6.2
plugin-transform-typescript,7.27.1
helper-annotate-as-pure,7.27.1
helper-create-class-features-plugin,7.27.1
traverse,7.27.4
plugin-transform-react-display-name,7.27.1
plugin-transform-react-jsx,7.27.1
plugin-transform-react-jsx-development,7.27.1
plugin-transform-react-pure-annotations,7.27.1
compat-data,7.27.2
plugin-bugfix-v8-static-class-fields-redefine-readonly,7.27.1
plugin-transform-async-generator-functions,7.27.1
plugin-transform-block-scoping,7.27.1
plugin-transform-class-static-block,7.27.1
plugin-transform-classes,7.27.1
plugin-transform-destructuring,7.27.1
plugin-transform-object-rest-spread,7.27.2
plugin-transform-parameters,7.27.1
plugin-transform-regenerator,7.27.1
babel-plugin-polyfill-corejs2,0.4.13
babel-plugin-polyfill-corejs3,0.11.1
babel-plugin-polyfill-regenerator,0.6.4
helper-define-polyfill-provider,0.6.4
helper-module-transforms,7.27.3
helper-wrap-function,7.27.1
helpers,7.27.4
cli,19.8.1
tinyexec,1.0.1
config-angular,19.8.1
js,9.35.0
common,11.1.6
core,11.1.6
platform-express,11.1.6
testing,11.1.6
jest,30.0.0
node,22.18.1
axios,1.11.0
eslint-config-prettier,10.1.8
eslint,9.35.0
globals,16.3.0
husky,9.1.7
lint-staged,16.1.6
chalk,5.6.0
reflect-metadata,0.2.2
release-it,19.0.4
mime-types,3.0.1
mime-db,1.54.0
rimraf,6.0.1
rxjs,7.8.2
ts-jest,29.4.1
typescript-eslint,8.43.0
format,19.8.1
lint,19.8.1
load,19.8.1
read,19.8.1
types,19.8.1
config-angular-type-enum,19.8.1
file-type,21.0.0
iterare,1.2.1
load-esm,1.0.2
uid,2.0.2
opencollective,0.4.1
path-to-regexp,8.2.0
express,5.1.0
type-is,2.0.1
media-typer,1.1.0
multer,2.0.2
undici-types,6.21.0
follow-redirects,1.15.6
form-data,4.0.4
eslint-utils,4.8.0
config-array,0.21.0
config-helpers,0.3.1
core,0.15.2
plugin-kit,0.3.5
estree,1.0.6
eslint-scope,8.4.0
esutils,2.0.2
jiti,2.4.2
optionator,0.9.3
commander,14.0.0
listr2,9.0.3
string-width,7.0.0
emoji-regex,10.3.0
nano-spawn,1.0.2
pidtree,0.6.0
yaml,2.8.1
defaults-deep,1.1.0
rest,21.1.1
plugin-request-log,5.3.1
typeof,1.2.8
async-retry,1.3.3
c12,3.1.0
eta,3.5.0
inquirer,12.7.0
issue-parser,7.0.1
open,10.2.0
ora,8.2.0
cli-cursor,5.0.0
is-unicode-supported,2.0.0
restore-cursor,5.1.0
onetime,7.0.0
os-name,6.1.0
proxy-agent,6.5.0
undici,6.21.3
url-join,5.0.0
wildcard-match,5.1.4
bs-logger,0.2.6
lodash.memoize,4.1.2
is-ignored,19.8.1
parse,19.8.1
rules,19.8.1
config-validator,19.8.1
execute-rule,19.8.1
resolve-extends,19.8.1
cosmiconfig-typescript-loader,6.1.0
lodash.uniq,4.5.0
top-level,19.8.1
find-up,7.0.0
git-raw-commits,4.0.0
conventional-commits-parser,5.0.1
inflate,0.2.7
strtok3,10.2.2
token-types,6.0.0
uint8array-extras,1.4.0
csprng,1.0.1
accepts,2.0.0
mime-types,3.0.0
mime-db,1.53.0
body-parser,2.2.0
content-disposition,1.0.0
cookie-signature,1.2.2
finalhandler,2.1.0
fresh,2.0.0
merge-descriptors,2.0.0
router,2.2.0
send,1.2.0
serve-static,2.2.0
append-field,1.0.0
busboy,1.6.0
word-wrap,1.2.6
deep-is,0.1.3
cli-truncate,4.0.0
colorette,2.0.20
log-update,6.1.0
ansi-escapes,7.0.0
slice-ansi,7.1.0
is-fullwidth-code-point,5.0.0
rfdc,1.4.1
core,6.1.5
plugin-paginate-rest,11.6.0
types,13.10.0
openapi-types,24.2.0
plugin-rest-endpoint-methods,13.5.0
retry,0.13.1
confbox,0.2.2
defu,6.1.4
dotenv,16.6.1
exsolve,1.0.7
giget,2.0.0
ohash,2.0.11
perfect-debounce,1.0.0
pkg-types,2.2.0
rc9,2.1.2
core,10.1.14
prompts,7.6.0
run-async,4.0.4
lodash.capitalize,4.2.1
lodash.escaperegexp,4.1.2
lodash.isstring,4.0.1
lodash.uniqby,4.7.0
default-browser,5.2.1
is-inside-container,1.0.0
wsl-utils,0.1.0
is-interactive,2.0.0
stdin-discarder,0.2.2
macos-release,3.3.0
windows-release,6.1.0
pac-proxy-agent,7.1.0
foreground-child,3.1.1
signal-exit,4.0.2
remapping,2.2.0
helpers,7.27.6
types,7.27.6
sourcemap-codec,1.4.14
babel-plugin-istanbul,7.0.0
conventional-changelog-angular,7.0.0
conventional-commits-parser,5.0.0
ensure,19.8.1
message,19.8.1
to-lines,19.8.1
global-directory,4.0.1
dargs,8.1.0
meow,12.1.1
balanced-match,1.0.0
fflate,0.8.2
token,0.3.0
peek-readable,7.0.0
raw-body,3.0.0
streamsearch,1.1.0
buffer-from,1.1.1
typebox,0.34.38
flatted,3.3.1
istanbul-lib-coverage,3.2.0
unrs-resolver,1.11.1
istanbul-lib-report,1.1.1
yargs-parser,13.0.0
auth-token,5.1.2
graphql,8.2.2
request-error,6.1.8
request,9.2.3
types,14.0.0
before-after-hook,3.0.2
universal-user-agent,7.0.2
citty,0.1.6
node-fetch-native,1.6.6
nypm,0.6.0
destr,2.0.5
checkbox,4.1.9
confirm,5.1.13
editor,4.2.14
expand,4.0.16
input,4.2.0
number,3.0.16
password,4.0.16
rawlist,4.1.4
search,3.0.16
select,4.2.4
oxlint,1.6.0
bundle-name,4.1.0
default-browser-id,5.0.0
is-docker,3.0.0
is-wsl,3.1.0
get-east-asian-width,1.2.0
get-uri,6.0.4
strip-ansi,7.0.1
gen-mapping,0.1.1
compat-data,7.27.5
browserslist,4.25.0
resolve-uri,3.1.0
is-text-path,2.0.0
lodash.camelcase,4.3.0
lodash.kebabcase,4.1.1
lodash.snakecase,4.1.1
lodash.startcase,4.4.0
