Library,Current Version,Latest Version,Status
assert-plus,1.0.0,1.0.0,Up-to-date
mime-db,1.40.0,1.54.0,Update available (1.54.0)
requirejs,2.3.6,2.3.7,Update available (2.3.7)
sauce-tunnel,2.5.0,2.5.0,Up-to-date
uglify-js,2.7.5,3.19.3,Update available (3.19.3)
async,0.2.10,3.2.6,Update available (3.2.6)
source-map,0.5.7,0.7.6,Update available (0.7.6)
webpack,1.15.0,5.101.3,Update available (5.101.3)
css-select,1.2.0,6.0.0,Update available (6.0.0)
dom-serializer,0.1.0,2.0.0,Update available (2.0.0)
domelementtype,1.1.3,2.3.0,Update available (2.3.0)
entities,1.1.1,7.0.0,Update available (7.0.0)
htmlparser2,3.9.2,10.0.0,Update available (10.0.0)
lodash.assignin,4.2.0,4.2.0,Up-to-date
lodash.bind,4.2.1,4.2.1,Up-to-date
lodash.filter,4.6.0,4.6.0,Up-to-date
lodash.flatten,4.4.0,4.4.0,Up-to-date
lodash.foreach,4.5.0,4.5.0,Up-to-date
lodash.map,4.6.0,4.6.0,Up-to-date
lodash.pick,4.4.0,4.4.0,Up-to-date
lodash.reduce,4.6.0,4.6.0,Up-to-date
lodash.reject,4.6.0,4.6.0,Up-to-date
lodash.some,4.6.0,4.6.0,Up-to-date
urlgrey,0.4.0,2.1.0,Update available (2.1.0)
lcov-parse,0.0.10,1.0.0,Update available (1.0.0)
log-driver,1.2.5,1.2.7,Update available (1.2.7)
minimist,1.2.0,1.2.8,Update available (1.2.8)
doctrine,2.0.0,3.0.0,Update available (3.0.0)
url-join,2.0.5,5.0.0,Update available (5.0.0)
graceful-fs,4.1.11,4.2.11,Update available (4.2.11)
jsonfile,2.4.0,6.2.0,Update available (6.2.0)
klaw,1.3.1,4.1.0,Update available (4.1.0)
inherits,2.0.3,2.0.4,Update available (2.0.4)
minimatch,3.0.4,10.0.3,Update available (10.0.3)
abbrev,1.0.9,3.0.1,Update available (3.0.1)
escodegen,1.8.1,2.1.0,Update available (2.1.0)
esprima,2.7.3,4.0.1,Update available (4.0.1)
handlebars,4.1.2,4.7.8,Update available (4.7.8)
uglify-js,3.6.0,3.19.3,Update available (3.19.3)
commander,2.20.0,14.0.0,Update available (14.0.0)
js-yaml,3.13.1,4.1.0,Update available (4.1.0)
resolve,1.1.7,1.22.10,Update available (1.22.10)
which,1.3.0,5.0.0,Update available (5.0.0)
cli-table,0.3.1,0.3.11,Update available (0.3.11)
cst,0.4.10,0.4.10,Up-to-date
jscs-jsdoc,2.0.0,2.0.0,Up-to-date
jscs-preset-wikimedia,1.0.1,1.0.1,Up-to-date
jsonlint,1.6.3,1.6.3,Up-to-date
natural-compare,1.2.2,1.4.0,Update available (1.4.0)
pathval,0.1.1,2.0.1,Update available (2.0.1)
prompt,0.2.14,1.3.0,Update available (1.3.0)
reserved-words,0.1.2,0.1.2,Up-to-date
strip-bom,2.0.0,5.0.0,Update available (5.0.0)
strip-json-comments,1.0.4,5.0.3,Update available (5.0.3)
to-double-quotes,2.0.0,4.0.0,Update available (4.0.0)
to-single-quotes,2.0.1,4.0.0,Update available (4.0.0)
vow-fs,0.3.6,0.3.6,Up-to-date
vow,0.4.18,0.4.20,Update available (0.4.20)
xmlbuilder,3.1.0,15.1.1,Update available (15.1.1)
babel-core,6.26.0,6.26.3,Update available (6.26.3)
babel-preset-es2015,6.24.1,6.24.1,Up-to-date
babel-preset-stage-0,6.24.1,6.24.1,Up-to-date
cross-spawn,5.1.0,7.0.6,Update available (7.0.6)
lodash.assign,4.2.0,4.2.0,Up-to-date
exists-stat,1.0.0,1.0.0,Up-to-date
findup-sync,0.4.3,5.0.0,Update available (5.0.0)
js-reporters,1.2.0,2.1.0,Update available (2.1.0)
walk-sync,0.3.1,4.0.1,Update available (4.0.1)
isstream,0.1.2,0.1.2,Up-to-date
performance-now,2.1.0,2.1.0,Up-to-date
uglify-to-browserify,1.0.2,2.1.0,Update available (2.1.0)
yargs,3.10.0,18.0.0,Update available (18.0.0)
acorn,3.3.0,8.15.0,Update available (8.15.0)
interpret,0.6.6,3.1.1,Update available (3.1.1)
loader-utils,0.2.17,3.3.1,Update available (3.3.1)
memory-fs,0.3.0,0.5.0,Update available (0.5.0)
node-libs-browser,0.7.0,2.2.1,Update available (2.2.1)
optimist,0.6.1,0.6.1,Up-to-date
minimist,0.0.10,1.2.8,Update available (1.2.8)
wordwrap,0.0.3,1.0.0,Update available (1.0.0)
watchpack,0.2.9,2.4.4,Update available (2.4.4)
async,0.9.2,3.2.6,Update available (3.2.6)
webpack-core,0.6.9,0.6.9,Up-to-date
source-map,0.4.4,0.7.6,Update available (0.7.6)
css-what,2.1.0,7.0.0,Update available (7.0.0)
domutils,1.5.1,3.2.2,Update available (3.2.2)
nth-check,1.0.1,2.1.1,Update available (2.1.1)
domelementtype,1.3.0,2.3.0,Update available (2.3.0)
domhandler,2.4.1,5.0.3,Update available (5.0.3)
readable-stream,2.3.6,4.7.0,Update available (4.7.0)
aws-sign2,0.5.0,0.7.0,Update available (0.7.0)
bl,0.9.5,6.1.3,Update available (6.1.3)
caseless,0.6.0,0.12.0,Update available (0.12.0)
forever-agent,0.5.2,0.6.1,Update available (0.6.1)
form-data,0.1.4,4.0.4,Update available (4.0.4)
mime,1.2.11,4.0.7,Update available (4.0.7)
hawk,1.1.1,9.0.2,Update available (9.0.2)
http-signature,0.10.1,1.4.0,Update available (1.4.0)
mime-types,1.0.2,3.0.1,Update available (3.0.1)
node-uuid,1.4.8,1.4.8,Up-to-date
oauth-sign,0.4.0,0.9.0,Update available (0.9.0)
qs,1.2.2,6.14.0,Update available (6.14.0)
tough-cookie,2.3.4,6.0.0,Update available (6.0.0)
tunnel-agent,0.4.3,0.6.0,Update available (0.6.0)
tape,2.3.0,5.9.0,Update available (5.9.0)
aws4,1.7.0,1.13.2,Update available (1.13.2)
extend,3.0.1,3.0.2,Update available (3.0.2)
har-validator,2.0.6,5.1.5,Update available (5.1.5)
estraverse,1.9.3,5.3.0,Update available (5.3.0)
optionator,0.8.2,0.9.4,Update available (0.9.4)
source-map,0.2.0,0.7.6,Update available (0.7.6)
neo-async,2.6.1,2.6.2,Update available (2.6.2)
has-flag,1.0.0,5.0.1,Update available (5.0.1)
graceful-readlink,1.0.1,1.0.1,Up-to-date
babel-runtime,6.26.0,6.26.0,Up-to-date
babylon,6.18.0,6.18.0,Up-to-date
source-map-support,0.4.18,0.5.21,Update available (0.5.21)
inherit,2.2.6,2.2.7,Update available (2.2.7)
comment-parser,0.3.2,1.4.1,Update available (1.4.1)
jsdoctypeparser,1.2.0,9.0.0,Update available (9.0.0)
JSV,4.0.2,4.0.2,Up-to-date
nomnom,1.8.1,1.8.1,Up-to-date
chalk,0.4.0,5.6.2,Update available (5.6.2)
ansi-styles,1.0.0,6.2.3,Update available (6.2.3)
strip-ansi,0.1.1,7.1.2,Update available (7.1.2)
pkginfo,0.4.1,0.4.1,Up-to-date
read,1.0.7,4.1.0,Update available (4.1.0)
revalidator,0.1.8,0.3.1,Update available (0.3.1)
utile,0.2.1,0.3.0,Update available (0.3.0)
winston,0.8.3,3.17.0,Update available (3.17.0)
colors,0.6.2,1.4.0,Update available (1.4.0)
pkginfo,0.3.1,0.4.1,Update available (0.4.1)
is-utf8,0.2.1,0.2.1,Up-to-date
vow-queue,0.4.3,0.4.3,Up-to-date
babel-code-frame,6.26.0,6.26.0,Up-to-date
babel-generator,6.26.1,6.26.1,Up-to-date
babel-helpers,6.24.1,6.24.1,Up-to-date
babel-messages,6.23.0,6.23.0,Up-to-date
babel-register,6.26.0,6.26.0,Up-to-date
babel-template,6.26.0,6.26.0,Up-to-date
babel-traverse,6.26.0,6.26.0,Up-to-date
babel-types,6.26.0,6.26.0,Up-to-date
convert-source-map,1.5.1,2.0.0,Update available (2.0.0)
json5,0.5.1,2.2.3,Update available (2.2.3)
private,0.1.8,0.1.8,Up-to-date
slash,1.0.0,5.1.0,Update available (5.1.0)
babel-plugin-check-es2015-constants,6.22.0,6.22.0,Up-to-date
babel-plugin-transform-es2015-arrow-functions,6.22.0,6.22.0,Up-to-date
babel-plugin-transform-es2015-block-scoped-functions,6.22.0,6.22.0,Up-to-date
babel-plugin-transform-es2015-block-scoping,6.26.0,6.26.0,Up-to-date
babel-plugin-transform-es2015-classes,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-es2015-computed-properties,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-es2015-destructuring,6.23.0,6.23.0,Up-to-date
babel-plugin-transform-es2015-duplicate-keys,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-es2015-for-of,6.23.0,6.23.0,Up-to-date
babel-plugin-transform-es2015-function-name,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-es2015-literals,6.22.0,6.22.0,Up-to-date
babel-plugin-transform-es2015-modules-amd,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-es2015-modules-commonjs,6.26.0,6.26.2,Update available (6.26.2)
babel-plugin-transform-es2015-modules-systemjs,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-es2015-modules-umd,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-es2015-object-super,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-es2015-parameters,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-es2015-shorthand-properties,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-es2015-spread,6.22.0,6.22.0,Up-to-date
babel-plugin-transform-es2015-sticky-regex,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-es2015-template-literals,6.22.0,6.22.0,Up-to-date
babel-plugin-transform-es2015-typeof-symbol,6.23.0,6.23.0,Up-to-date
babel-plugin-transform-es2015-unicode-regex,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-regenerator,6.26.0,6.26.0,Up-to-date
babel-plugin-transform-do-expressions,6.22.0,6.22.0,Up-to-date
babel-plugin-transform-function-bind,6.22.0,6.22.0,Up-to-date
babel-preset-stage-1,6.24.1,6.24.1,Up-to-date
lru-cache,4.1.2,11.2.1,Update available (11.2.1)
shebang-command,1.2.0,2.0.0,Update available (2.0.0)
get-caller-file,1.0.2,2.0.5,Update available (2.0.5)
os-locale,1.4.0,6.0.2,Update available (6.0.2)
read-pkg-up,1.0.1,11.0.0,Update available (11.0.0)
require-main-filename,1.0.1,2.0.0,Update available (2.0.0)
string-width,1.0.2,8.1.0,Update available (8.1.0)
which-module,1.0.0,2.0.1,Update available (2.0.1)
y18n,3.2.1,5.0.8,Update available (5.0.8)
yargs-parser,5.0.0,22.0.0,Update available (22.0.0)
anymatch,1.3.2,3.1.3,Update available (3.1.3)
async-each,1.0.1,1.0.6,Update available (1.0.6)
fsevents,1.2.2,2.3.3,Update available (2.3.3)
node-pre-gyp,0.9.1,0.17.0,Update available (0.17.0)
detect-libc,1.0.3,2.0.4,Update available (2.0.4)
needle,2.2.0,3.3.1,Update available (3.3.1)
nopt,4.0.1,8.1.0,Update available (8.1.0)
npm-packlist,1.1.10,10.0.1,Update available (10.0.1)
rc,1.2.6,1.2.8,Update available (1.2.8)
rimraf,2.6.2,6.0.1,Update available (6.0.1)
semver,5.5.0,7.7.2,Update available (7.7.2)
tar,4.4.1,7.4.3,Update available (7.4.3)
iconv-lite,0.4.21,0.7.0,Update available (0.7.0)
sax,1.2.4,1.4.1,Update available (1.4.1)
osenv,0.1.5,0.1.5,Up-to-date
ignore-walk,3.0.1,8.0.0,Update available (8.0.0)
npm-bundled,1.0.3,4.0.0,Update available (4.0.0)
are-we-there-yet,1.1.4,4.0.2,Update available (4.0.2)
gauge,2.7.4,5.0.2,Update available (5.0.2)
deep-extend,0.4.2,0.6.0,Update available (0.6.0)
ini,1.3.5,5.0.0,Update available (5.0.0)
glob,7.1.2,11.0.3,Update available (11.0.3)
chownr,1.0.1,3.0.0,Update available (3.0.0)
fs-minipass,1.2.5,3.0.3,Update available (3.0.3)
minipass,2.2.4,7.1.2,Update available (7.1.2)
minizlib,1.1.0,3.0.2,Update available (3.0.2)
safe-buffer,5.1.1,5.2.1,Update available (5.2.1)
yallist,3.0.2,5.0.0,Update available (5.0.0)
os-homedir,1.0.2,2.0.0,Update available (2.0.0)
aproba,1.2.0,2.1.0,Update available (2.1.0)
signal-exit,3.0.2,4.1.0,Update available (4.1.0)
wide-align,1.1.2,1.1.5,Update available (1.1.5)
process-nextick-args,2.0.0,2.0.1,Update available (2.0.1)
code-point-at,1.1.0,2.0.0,Update available (2.0.0)
is-fullwidth-code-point,1.0.0,5.1.0,Update available (5.1.0)
number-is-nan,1.0.1,3.0.0,Update available (3.0.0)
glob-parent,2.0.0,6.0.2,Update available (6.0.2)
is-binary-path,1.0.1,3.0.0,Update available (3.0.0)
is-glob,2.0.1,4.0.3,Update available (4.0.3)
readdirp,2.1.0,4.1.2,Update available (4.1.2)
detect-file,0.1.0,1.0.0,Update available (1.0.0)
micromatch,2.3.11,4.0.8,Update available (4.0.8)
resolve-dir,0.1.1,1.0.1,Update available (1.0.1)
path-parse,1.0.5,1.0.7,Update available (1.0.7)
ensure-posix-path,1.0.2,1.1.1,Update available (1.1.1)
matcher-collection,1.0.5,2.0.1,Update available (2.0.1)
ajv,6.10.2,8.17.1,Update available (8.17.1)
har-schema,2.0.0,2.0.0,Up-to-date
jsprim,1.4.1,2.0.2,Update available (2.0.2)
sshpk,1.14.1,1.18.0,Update available (1.18.0)
asn1,0.2.3,0.2.6,Update available (0.2.6)
psl,1.2.0,1.15.0,Update available (1.15.0)
cliui,2.1.0,9.0.1,Update available (9.0.1)
wordwrap,0.0.2,1.0.0,Update available (1.0.0)
window-size,0.1.0,1.1.1,Update available (1.1.1)
big.js,3.2.0,7.0.1,Update available (7.0.1)
emojis-list,2.1.0,3.0.0,Update available (3.0.0)
errno,0.1.7,1.0.0,Update available (1.0.0)
assert,1.4.1,2.1.0,Update available (2.1.0)
browserify-zlib,0.1.4,0.2.0,Update available (0.2.0)
buffer,4.9.1,6.0.3,Update available (6.0.3)
console-browserify,1.1.0,1.2.0,Update available (1.2.0)
constants-browserify,1.0.0,1.0.0,Up-to-date
crypto-browserify,3.3.0,3.12.1,Update available (3.12.1)
domain-browser,1.2.0,5.7.0,Update available (5.7.0)
events,1.1.1,3.3.0,Update available (3.3.0)
https-browserify,0.0.1,1.0.0,Update available (1.0.0)
os-browserify,0.2.1,0.3.0,Update available (0.3.0)
path-browserify,0.0.0,1.0.1,Update available (1.0.1)
querystring-es3,0.2.1,0.2.1,Up-to-date
stream-browserify,2.0.1,3.0.0,Update available (3.0.0)
stream-http,2.8.1,3.2.0,Update available (3.2.0)
timers-browserify,2.0.10,2.0.12,Update available (2.0.12)
tty-browserify,0.0.0,0.0.1,Update available (0.0.1)
url,0.11.0,0.11.4,Update available (0.11.4)
punycode,1.3.2,2.3.1,Update available (2.3.1)
util,0.10.3,0.12.5,Update available (0.12.5)
inherits,2.0.1,2.0.4,Update available (2.0.4)
vm-browserify,0.0.4,1.1.2,Update available (1.1.2)
chokidar,1.7.0,4.0.3,Update available (4.0.3)
source-list-map,0.1.8,2.0.1,Update available (2.0.1)
combined-stream,0.0.7,1.0.8,Update available (1.0.8)
boom,0.4.2,7.3.0,Update available (7.3.0)
cryptiles,0.2.2,4.1.3,Update available (4.1.3)
hoek,0.9.1,6.1.3,Update available (6.1.3)
sntp,0.2.4,3.0.2,Update available (3.0.2)
asn1,0.1.11,0.2.6,Update available (0.2.6)
assert-plus,0.1.5,1.0.0,Update available (1.0.0)
ctype,0.5.3,0.5.5,Update available (0.5.5)
deep-equal,0.1.2,2.2.3,Update available (2.2.3)
defined,0.0.0,1.0.1,Update available (1.0.1)
jsonify,0.0.0,0.0.1,Update available (0.0.1)
resumer,0.0.0,0.0.0,Up-to-date
split,0.2.10,1.0.1,Update available (1.0.1)
stream-combiner,0.0.4,0.2.2,Update available (0.2.2)
is-my-json-valid,2.17.2,2.20.6,Update available (2.20.6)
mime-db,1.33.0,1.54.0,Update available (1.54.0)
levn,0.3.0,0.4.1,Update available (0.4.1)
prelude-ls,1.1.2,1.2.1,Update available (1.2.1)
type-check,0.3.2,0.4.0,Update available (0.4.0)
amdefine,1.0.1,1.0.1,Up-to-date
core-js,2.5.5,3.45.1,Update available (3.45.1)
regenerator-runtime,0.11.1,0.14.1,Update available (0.14.1)
underscore,1.6.0,1.13.7,Update available (1.13.7)
mute-stream,0.0.7,2.0.0,Update available (2.0.0)
i,0.3.6,0.3.7,Update available (0.3.7)
ncp,0.4.2,2.0.0,Update available (2.0.0)
cycle,1.0.3,1.0.3,Up-to-date
eyes,0.1.8,0.1.8,Up-to-date
stack-trace,0.0.10,1.0.0-pre2,Update available (1.0.0-pre2)
js-tokens,3.0.2,9.0.1,Update available (9.0.1)
detect-indent,4.0.0,7.0.1,Update available (7.0.1)
jsesc,1.3.0,3.1.0,Update available (3.1.0)
trim-right,1.0.1,2.0.0,Update available (2.0.0)
home-or-tmp,2.0.0,4.0.0,Update available (4.0.0)
globals,9.18.0,16.4.0,Update available (16.4.0)
invariant,2.2.4,2.2.4,Up-to-date
to-fast-properties,1.0.3,4.0.0,Update available (4.0.0)
babel-helper-define-map,6.26.0,6.26.0,Up-to-date
babel-helper-function-name,6.24.1,6.24.1,Up-to-date
babel-helper-optimise-call-expression,6.24.1,6.24.1,Up-to-date
babel-helper-replace-supers,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-strict-mode,6.24.1,6.24.1,Up-to-date
babel-helper-hoist-variables,6.24.1,6.24.1,Up-to-date
babel-helper-call-delegate,6.24.1,6.24.1,Up-to-date
babel-helper-get-function-arity,6.24.1,6.24.1,Up-to-date
babel-helper-regex,6.26.0,6.26.0,Up-to-date
regexpu-core,2.0.0,6.3.0,Update available (6.3.0)
regenerator-transform,0.10.1,0.15.2,Update available (0.15.2)
babel-plugin-syntax-do-expressions,6.13.0,6.13.0,Up-to-date
babel-plugin-syntax-function-bind,6.13.0,6.13.0,Up-to-date
babel-plugin-transform-class-constructor-call,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-export-extensions,6.22.0,6.22.0,Up-to-date
babel-preset-stage-2,6.24.1,6.24.1,Up-to-date
shebang-regex,1.0.0,4.0.0,Update available (4.0.0)
wrap-ansi,2.1.0,9.0.2,Update available (9.0.2)
lcid,1.0.0,5.0.0,Update available (5.0.0)
find-up,1.1.2,7.0.0,Update available (7.0.0)
read-pkg,1.1.0,9.0.1,Update available (9.0.1)
normalize-path,2.1.1,3.0.0,Update available (3.0.0)
,2.10.0,2.23.0,Update available (2.23.0)
binary-extensions,1.11.0,3.1.0,Update available (3.1.0)
is-extglob,1.0.0,2.1.1,Update available (2.1.1)
set-immediate-shim,1.0.1,3.1.0,Update available (3.1.0)
fs-exists-sync,0.1.0,0.1.0,Up-to-date
arr-diff,2.0.0,4.0.0,Update available (4.0.0)
array-unique,0.2.1,0.3.2,Update available (0.3.2)
braces,1.8.5,3.0.3,Update available (3.0.3)
expand-brackets,0.1.5,4.0.0,Update available (4.0.0)
extglob,0.3.2,3.0.0,Update available (3.0.0)
filename-regex,2.0.1,2.0.1,Up-to-date
kind-of,3.2.2,6.0.3,Update available (6.0.3)
object.omit,2.0.1,3.0.0,Update available (3.0.0)
parse-glob,3.0.4,3.0.4,Up-to-date
regex-cache,0.4.4,0.4.4,Up-to-date
expand-tilde,1.2.2,2.0.2,Update available (2.0.2)
global-modules,0.2.3,2.0.0,Update available (2.0.0)
fast-json-stable-stringify,2.0.0,2.1.0,Update available (2.1.0)
uri-js,4.2.2,4.4.1,Update available (4.4.1)
extsprintf,1.3.0,1.4.1,Update available (1.4.1)
json-schema,0.2.3,0.4.0,Update available (0.4.0)
verror,1.10.0,1.10.1,Update available (1.10.1)
bcrypt-pbkdf,1.0.1,1.0.2,Update available (1.0.2)
dashdash,1.14.1,2.0.0,Update available (2.0.0)
ecc-jsbn,0.1.1,0.2.0,Update available (0.2.0)
getpass,0.1.7,0.1.7,Up-to-date
jsbn,0.1.1,1.1.0,Update available (1.1.0)
tweetnacl,0.14.5,1.0.3,Update available (1.0.3)
center-align,0.1.3,1.0.1,Update available (1.0.1)
right-align,0.1.3,0.1.3,Up-to-date
pako,0.2.9,2.1.0,Update available (2.1.0)
base64-js,1.3.0,1.5.1,Update available (1.5.1)
ieee754,1.1.11,1.2.1,Update available (1.2.1)
date-now,0.1.4,1.0.1,Update available (1.0.1)
browserify-aes,0.4.0,1.2.0,Update available (1.2.0)
pbkdf2-compat,2.0.1,4.0.0,Update available (4.0.0)
ripemd160,0.2.0,2.0.2,Update available (2.0.2)
sha.js,2.2.6,2.4.12,Update available (2.4.12)
builtin-status-codes,3.0.0,3.0.0,Up-to-date
to-arraybuffer,1.0.1,1.0.1,Up-to-date
xtend,4.0.1,4.0.2,Update available (4.0.2)
querystring,0.2.0,0.2.1,Update available (0.2.1)
delayed-stream,0.0.5,1.0.0,Update available (1.0.0)
duplexer,0.1.1,0.1.2,Update available (0.1.2)
generate-function,2.0.0,2.3.1,Update available (2.3.1)
generate-object-property,1.2.0,2.0.0,Update available (2.0.0)
is-my-ip-valid,1.0.0,1.0.1,Update available (1.0.1)
jsonpointer,4.0.1,5.0.1,Update available (5.0.1)
has-color,0.1.7,0.2.0,Update available (0.2.0)
repeating,2.0.1,4.0.0,Update available (4.0.0)
loose-envify,1.3.1,1.4.0,Update available (1.4.0)
regenerate,1.3.3,1.4.2,Update available (1.4.2)
regjsgen,0.2.0,0.8.0,Update available (0.8.0)
regjsparser,0.1.5,0.12.0,Update available (0.12.0)
babel-plugin-syntax-class-constructor-call,6.18.0,6.18.0,Up-to-date
babel-plugin-syntax-export-extensions,6.13.0,6.13.0,Up-to-date
babel-plugin-syntax-dynamic-import,6.18.0,6.18.0,Up-to-date
babel-plugin-transform-class-properties,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-decorators,6.24.1,6.24.1,Up-to-date
babel-preset-stage-3,6.24.1,6.24.1,Up-to-date
invert-kv,1.0.0,4.2.0,Update available (4.2.0)
path-exists,2.1.0,5.0.0,Update available (5.0.0)
load-json-file,1.1.0,7.0.1,Update available (7.0.1)
normalize-package-data,2.4.0,8.0.0,Update available (8.0.0)
path-type,1.1.0,6.0.0,Update available (6.0.0)
remove-trailing-separator,1.1.0,1.1.0,Up-to-date
arr-flatten,1.1.0,1.1.0,Up-to-date
expand-range,1.8.2,2.0.2,Update available (2.0.2)
preserve,0.2.0,0.2.0,Up-to-date
repeat-element,1.1.2,1.1.4,Update available (1.1.4)
is-posix-bracket,0.1.1,0.1.1,Up-to-date
is-buffer,1.1.6,2.0.5,Update available (2.0.5)
for-own,0.1.5,1.0.0,Update available (1.0.0)
is-extendable,0.1.1,1.0.1,Update available (1.0.1)
glob-base,0.3.0,0.3.0,Up-to-date
is-dotfile,1.0.3,2.0.0,Update available (2.0.0)
is-equal-shallow,0.1.3,0.1.3,Up-to-date
global-prefix,0.1.5,4.0.0,Update available (4.0.0)
is-windows,0.2.0,1.0.2,Update available (1.0.2)
align-text,0.1.4,1.0.2,Update available (1.0.2)
lazy-cache,1.0.4,2.0.2,Update available (2.0.2)
is-property,1.0.2,1.0.2,Up-to-date
is-finite,1.0.2,2.0.0,Update available (2.0.0)
babel-plugin-syntax-class-properties,6.13.0,6.13.0,Up-to-date
babel-helper-explode-class,6.24.1,6.24.1,Up-to-date
babel-plugin-syntax-decorators,6.13.0,6.13.0,Up-to-date
babel-plugin-syntax-trailing-function-commas,6.22.0,6.22.0,Up-to-date
babel-plugin-transform-async-generator-functions,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-async-to-generator,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-exponentiation-operator,6.24.1,6.24.1,Up-to-date
babel-plugin-transform-object-rest-spread,6.26.0,6.26.0,Up-to-date
parse-json,2.2.0,8.3.0,Update available (8.3.0)
hosted-git-info,2.6.0,9.0.0,Update available (9.0.0)
is-builtin-module,1.0.0,5.0.0,Update available (5.0.0)
validate-npm-package-license,3.0.3,3.0.4,Update available (3.0.4)
fill-range,2.2.4,7.1.1,Update available (7.1.1)
for-in,1.0.2,1.0.2,Up-to-date
is-primitive,2.0.0,3.0.1,Update available (3.0.1)
homedir-polyfill,1.0.1,1.0.3,Update available (1.0.3)
longest,1.0.1,2.0.1,Update available (2.0.1)
repeat-string,1.6.1,1.6.1,Up-to-date
babel-helper-bindify-decorators,6.24.1,6.24.1,Up-to-date
babel-helper-remap-async-to-generator,6.24.1,6.24.1,Up-to-date
babel-plugin-syntax-async-generators,6.13.0,6.13.0,Up-to-date
babel-plugin-syntax-async-functions,6.13.0,6.13.0,Up-to-date
babel-helper-builder-binary-assignment-operator-visitor,6.24.1,6.24.1,Up-to-date
babel-plugin-syntax-exponentiation-operator,6.13.0,6.13.0,Up-to-date
babel-plugin-syntax-object-rest-spread,6.13.0,6.13.0,Up-to-date
error-ex,1.3.1,1.3.2,Update available (1.3.2)
builtin-modules,1.1.1,5.0.0,Update available (5.0.0)
spdx-correct,3.0.0,3.2.0,Update available (3.2.0)
spdx-expression-parse,3.0.0,4.0.0,Update available (4.0.0)
is-number,2.1.0,7.0.0,Update available (7.0.0)
isobject,2.1.0,4.0.0,Update available (4.0.0)
randomatic,3.1.1,3.1.1,Up-to-date
is-number,4.0.0,7.0.0,Update available (7.0.0)
kind-of,6.0.2,6.0.3,Update available (6.0.3)
parse-passwd,1.0.0,1.0.0,Up-to-date
babel-helper-explode-assignable-expression,6.24.1,6.24.1,Up-to-date
